timestamp,cpu_usage,cpu_freq,ram_usage,temp
1777808538.2641304,0.0,1500.0,13.6,44.1
1777808539.2648394,0.0,1500.0,13.6,45.2
1777808540.2656298,0.2,1500.0,13.6,45.2
1777808541.26636,0.0,1500.0,13.6,44.65
1777808542.267082,0.0,1500.0,13.6,45.2
1777808543.2677817,0.0,1500.0,13.6,44.1
1777808544.2684715,0.0,1500.0,13.6,45.2
1777808545.2692058,0.0,1500.0,13.6,44.1
1777808546.26994,0.0,1500.0,13.6,45.75
1777808547.2715127,0.0,1500.0,13.6,44.65
1777808548.272226,0.0,1500.0,13.6,45.2
1777808549.2729473,0.2,1500.0,13.6,44.1
1777808550.273659,0.0,1500.0,13.6,44.65
1777808551.2743585,0.0,1500.0,13.6,44.65
1777808552.2760067,0.0,1500.0,13.6,45.2
1777808553.2767382,0.0,1500.0,13.6,45.2
1777808554.2774732,0.0,1500.0,13.6,44.1
1777808555.2782035,0.0,1500.0,13.6,44.65
1777808556.2789092,0.0,1500.0,13.6,45.2
1777808557.2796018,0.0,1500.0,13.6,44.65
1777808558.2803812,0.0,1500.0,13.6,44.1
1777808559.2811267,0.0,1500.0,13.6,44.65
1777808560.2818396,0.0,1500.0,13.6,44.1
1777808561.2825396,0.0,1500.0,13.6,44.65
1777808562.2832453,0.0,1500.0,13.6,44.1
1777808563.2839546,0.0,1500.0,13.6,45.2
1777808564.2847428,0.0,1500.0,13.6,45.75
1777808565.2854962,0.0,1500.0,13.6,45.2
1777808566.2862322,0.0,1500.0,13.6,45.2
1777808567.286963,0.0,1500.0,13.6,44.65
1777808568.2876709,0.0,1500.0,13.6,46.3
1777808569.2883725,0.0,1500.0,13.6,44.1
1777808570.2891772,0.0,1500.0,13.6,44.1
1777808571.289911,0.0,1500.0,13.6,44.1
1777808572.2906344,0.0,1500.0,13.6,45.75
1777808573.2913337,0.0,1500.0,13.6,44.1
1777808574.2920203,0.0,1500.0,13.6,44.65
1777808575.2927394,0.0,1500.0,13.6,44.65
1777808576.2935379,0.0,1500.0,13.6,45.2
1777808577.2942848,0.0,1500.0,13.6,45.2
1777808578.2950022,0.0,1500.0,13.6,44.65
1777808579.2957158,0.0,1500.0,13.6,44.65
1777808580.2964191,0.0,1500.0,13.6,45.2
1777808581.297138,0.0,1500.0,13.6,44.65
1777808582.2979643,0.0,1500.0,13.6,45.75
1777808583.2987282,0.0,1500.0,13.6,45.75
1777808584.2994454,0.0,1500.0,13.6,44.1
1777808585.300149,0.0,1500.0,13.6,44.1
1777808586.3008714,0.0,1500.0,13.6,44.65
1777808587.3028393,0.0,1500.0,13.6,44.65
1777808588.3035696,0.0,1500.0,13.6,45.2
1777808589.3042872,0.0,1500.0,13.6,44.1
1777808590.3050122,0.0,1500.0,13.6,45.75
1777808591.3057046,0.0,1500.0,13.6,44.1
1777808592.3072784,0.0,1500.0,13.6,44.1
